Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"matcher = successMessage =~ ""\d+""",Chrome 148.0.7778.179,,,26-05-2026 22:34:39,26-05-2026 22:34:39,0.063s,PASSED
if (!(matcher.find())),Chrome 148.0.7778.179,,,26-05-2026 22:34:39,26-05-2026 22:34:39,0.044s,PASSED
ticketId = matcher.group(),Chrome 148.0.7778.179,,,26-05-2026 22:34:39,26-05-2026 22:34:39,0.011s,PASSED
"println(""Captured Ticket → "" + ticketId)",Chrome 148.0.7778.179,,,26-05-2026 22:34:39,26-05-2026 22:34:39,0.016s,PASSED
"click(findTestObject(""Page_Work Order  Create- Workforce Manager/button_message-dismiss""))",Chrome 148.0.7778.179,,,26-05-2026 22:34:39,26-05-2026 22:34:45,6.682s,PASSED
waitForPageLoad(20),Chrome 148.0.7778.179,,,26-05-2026 22:34:45,26-05-2026 22:34:45,0.098s,PASSED
delay(2),Chrome 148.0.7778.179,,,26-05-2026 22:34:45,26-05-2026 22:34:47,2.014s,PASSED
"click(findTestObject(""Page_Work Order  Index- Workforce Manager/a_Created By Me""))",Chrome 148.0.7778.179,,,26-05-2026 22:34:47,26-05-2026 22:34:48,0.919s,PASSED
waitForPageLoad(10),Chrome 148.0.7778.179,,,26-05-2026 22:34:48,26-05-2026 22:34:48,0.045s,PASSED
delay(3),Chrome 148.0.7778.179,,,26-05-2026 22:34:48,26-05-2026 22:34:51,3.022s,PASSED
"search = findTestObject(""Page_Work Order  Index- Workforce Manager/input_Search"")",Chrome 148.0.7778.179,,,26-05-2026 22:34:51,26-05-2026 22:34:52,0.038s,PASSED
"waitForElementVisible(search, 30)",Chrome 148.0.7778.179,,,26-05-2026 22:34:52,26-05-2026 22:34:52,0.485s,PASSED
click(search),Chrome 148.0.7778.179,,,26-05-2026 22:34:52,26-05-2026 22:34:54,1.466s,PASSED
clearText(search),Chrome 148.0.7778.179,,,26-05-2026 22:34:54,26-05-2026 22:34:54,0.478s,PASSED
"setText(search, ticketId)",Chrome 148.0.7778.179,,,26-05-2026 22:34:54,26-05-2026 22:34:55,1.357s,PASSED
"sendKeys(search, Keys.chord(ENTER))",Chrome 148.0.7778.179,,,26-05-2026 22:34:55,26-05-2026 22:34:56,0.607s,PASSED
"println(""Searching → "" + ticketId)",Chrome 148.0.7778.179,,,26-05-2026 22:34:56,26-05-2026 22:34:56,0.008s,PASSED
delay(8),Chrome 148.0.7778.179,,,26-05-2026 22:34:56,26-05-2026 22:35:04,8.019s,PASSED
row = new com.kms.katalon.core.testobject.TestObject(),Chrome 148.0.7778.179,,,26-05-2026 22:35:04,26-05-2026 22:35:04,0.007s,PASSED
"row.addProperty(""xpath"", EQUALS, //tr[.//*[contains(text(),'$ticketId')]])",Chrome 148.0.7778.179,,,26-05-2026 22:35:04,26-05-2026 22:35:04,0.106s,PASSED
"found = waitForElementPresent(row, 30)",Chrome 148.0.7778.179,,,26-05-2026 22:35:04,26-05-2026 22:35:04,0.314s,PASSED
if (!(found)),Chrome 148.0.7778.179,,,26-05-2026 22:35:04,26-05-2026 22:35:04,0.000s,PASSED
"println(""Ticket row found"")",Chrome 148.0.7778.179,,,26-05-2026 22:35:04,26-05-2026 22:35:04,0.010s,PASSED
titleLink = new com.kms.katalon.core.testobject.TestObject(),Chrome 148.0.7778.179,,,26-05-2026 22:35:04,26-05-2026 22:35:04,0.002s,PASSED
"titleLink.addProperty(""xpath"", EQUALS, (//tr[.//*[contains(text(),'$ticketId')]]//td[3]//a) | (//tr[.//*[contains(text(),'$ticketId')]]//td[3]//*[self::span or self::div]))",Chrome 148.0.7778.179,,,26-05-2026 22:35:04,26-05-2026 22:35:04,0.004s,PASSED
"waitForElementVisible(titleLink, 30)",Chrome 148.0.7778.179,,,26-05-2026 22:35:04,26-05-2026 22:35:05,0.350s,PASSED
"scrollToElement(titleLink, 10)",Chrome 148.0.7778.179,,,26-05-2026 22:35:05,26-05-2026 22:35:05,0.357s,PASSED
"link = findWebElement(titleLink, 20)",Chrome 148.0.7778.179,,,26-05-2026 22:35:05,26-05-2026 22:35:05,0.332s,PASSED
"executeJavaScript(""\narguments[0].scrollIntoView({\nblock:'center'\n});\n"", Arrays.asList(link))",Chrome 148.0.7778.179,,,26-05-2026 22:35:06,26-05-2026 22:35:06,0.083s,PASSED
delay(2),Chrome 148.0.7778.179,,,26-05-2026 22:35:06,26-05-2026 22:35:08,2.010s,PASSED
"println(""Opening ticket"")",Chrome 148.0.7778.179,,,26-05-2026 22:35:08,26-05-2026 22:35:08,0.000s,PASSED
try,Chrome 148.0.7778.179,,,26-05-2026 22:35:08,26-05-2026 22:35:18,10.862s,PASSED
opened = false,Chrome 148.0.7778.179,,,26-05-2026 22:35:18,26-05-2026 22:35:18,0.000s,PASSED
"for ([i = 0, i < 30, (i++)])",Chrome 148.0.7778.179,,,26-05-2026 22:35:18,26-05-2026 22:35:21,2.448s,PASSED
if (!(opened)),Chrome 148.0.7778.179,,,26-05-2026 22:35:21,26-05-2026 22:35:21,0.005s,PASSED
"println(""TASK DETAILS OPENED → "" + ticketId)",Chrome 148.0.7778.179,,,26-05-2026 22:35:21,26-05-2026 22:35:21,0.006s,PASSED
,,,,,,,
Test Cases/TaskActions/Uploads/Upload_File_From_Govdrive,Chrome 148.0.7778.179,,,26-05-2026 22:35:21,26-05-2026 22:35:50,29.337s,PASSED
driver = getWebDriver(),Chrome 148.0.7778.179,,,26-05-2026 22:35:22,26-05-2026 22:35:22,0.007s,PASSED
switchToDefaultContent(),Chrome 148.0.7778.179,,,26-05-2026 22:35:22,26-05-2026 22:35:22,0.076s,PASSED
waitForPageLoad(30),Chrome 148.0.7778.179,,,26-05-2026 22:35:22,26-05-2026 22:35:22,0.030s,PASSED
"println(""Starting upload flow"")",Chrome 148.0.7778.179,,,26-05-2026 22:35:22,26-05-2026 22:35:22,0.012s,PASSED
"waitForElementVisible(findTestObject(""Page_Work Order  View- Workforce Manager/a_dLabel""), 30)",Chrome 148.0.7778.179,,,26-05-2026 22:35:22,26-05-2026 22:35:25,3.033s,PASSED
"waitForElementClickable(findTestObject(""Page_Work Order  View- Workforce Manager/a_dLabel""), 30)",Chrome 148.0.7778.179,,,26-05-2026 22:35:25,26-05-2026 22:35:27,1.454s,PASSED
"click(findTestObject(""Page_Work Order  View- Workforce Manager/a_dLabel""))",Chrome 148.0.7778.179,,,26-05-2026 22:35:27,26-05-2026 22:35:27,0.919s,PASSED
"println(""Upload menu opened"")",Chrome 148.0.7778.179,,,26-05-2026 22:35:28,26-05-2026 22:35:28,0.004s,PASSED
"waitForElementVisible(findTestObject(""Page_Work Order  View- Workforce Manager/a_cde-upload""), 30)",Chrome 148.0.7778.179,,,26-05-2026 22:35:28,26-05-2026 22:35:28,0.592s,PASSED
"waitForElementClickable(findTestObject(""Page_Work Order  View- Workforce Manager/a_cde-upload""), 30)",Chrome 148.0.7778.179,,,26-05-2026 22:35:28,26-05-2026 22:35:29,0.449s,PASSED
try,Chrome 148.0.7778.179,,,26-05-2026 22:35:29,26-05-2026 22:35:29,0.749s,PASSED
"println(""GovDrive selected"")",Chrome 148.0.7778.179,,,26-05-2026 22:35:29,26-05-2026 22:35:29,0.000s,PASSED
switchToDefaultContent(),Chrome 148.0.7778.179,,,26-05-2026 22:35:29,26-05-2026 22:35:29,0.028s,PASSED
"waitForElementVisible(findTestObject(""Page_Work Order  View- Workforce Manager/iframe_cde-widget""), 30)",Chrome 148.0.7778.179,,,26-05-2026 22:35:29,26-05-2026 22:35:30,0.507s,PASSED
switched = false,Chrome 148.0.7778.179,,,26-05-2026 22:35:30,26-05-2026 22:35:30,0.002s,PASSED
"for ([i = 0, i < 3, (i++)])",Chrome 148.0.7778.179,,,26-05-2026 22:35:30,26-05-2026 22:35:32,2.602s,PASSED
if (!(switched)),Chrome 148.0.7778.179,,,26-05-2026 22:35:32,26-05-2026 22:35:32,0.005s,PASSED
"println(""Inside iframe"")",Chrome 148.0.7778.179,,,26-05-2026 22:35:32,26-05-2026 22:35:32,0.005s,PASSED
delay(5),Chrome 148.0.7778.179,,,26-05-2026 22:35:32,26-05-2026 22:35:37,5.013s,PASSED
"println(""Waiting for files to appear..."")",Chrome 148.0.7778.179,,,26-05-2026 22:35:37,26-05-2026 22:35:37,0.004s,PASSED
found = false,Chrome 148.0.7778.179,,,26-05-2026 22:35:37,26-05-2026 22:35:37,0.000s,PASSED
checkbox = null,Chrome 148.0.7778.179,,,26-05-2026 22:35:37,26-05-2026 22:35:37,0.008s,PASSED
"for ([i = 0, i < 20, (i++)])",Chrome 148.0.7778.179,,,26-05-2026 22:35:37,26-05-2026 22:35:39,1.366s,PASSED
if (!(found)),Chrome 148.0.7778.179,,,26-05-2026 22:35:39,26-05-2026 22:35:39,0.002s,PASSED
delay(3),Chrome 148.0.7778.179,,,26-05-2026 22:35:39,26-05-2026 22:35:42,3.023s,PASSED
insertBtn = null,Chrome 148.0.7778.179,,,26-05-2026 22:35:42,26-05-2026 22:35:42,0.000s,PASSED
"for ([i = 0, i < 15, (i++)])",Chrome 148.0.7778.179,,,26-05-2026 22:35:42,26-05-2026 22:35:42,0.242s,PASSED
if (insertBtn == null),Chrome 148.0.7778.179,,,26-05-2026 22:35:42,26-05-2026 22:35:42,0.000s,PASSED
"driver.executeScript(""\narguments[0].scrollIntoView({\nblock:'center'\n});\n"", insertBtn)",Chrome 148.0.7778.179,,,26-05-2026 22:35:42,26-05-2026 22:35:42,0.036s,PASSED
delay(1),Chrome 148.0.7778.179,,,26-05-2026 22:35:42,26-05-2026 22:35:43,1.010s,PASSED
"driver.executeScript(""arguments[0].click();"", insertBtn)",Chrome 148.0.7778.179,,,26-05-2026 22:35:43,26-05-2026 22:35:43,0.058s,PASSED
"println(""Insert clicked"")",Chrome 148.0.7778.179,,,26-05-2026 22:35:43,26-05-2026 22:35:43,0.005s,PASSED
switchToDefaultContent(),Chrome 148.0.7778.179,,,26-05-2026 22:35:43,26-05-2026 22:35:43,0.022s,PASSED
try,Chrome 148.0.7778.179,,,26-05-2026 22:35:43,26-05-2026 22:35:50,6.994s,PASSED
switchToDefaultContent(),Chrome 148.0.7778.179,,,26-05-2026 22:35:50,26-05-2026 22:35:50,0.031s,PASSED
"println(""Upload completed"")",Chrome 148.0.7778.179,,,26-05-2026 22:35:50,26-05-2026 22:35:50,0.010s,PASSED
,,,,,,,
Test Cases/TaskActions/Uploads/Upload_file_Without_Classification,Chrome 148.0.7778.179,,,26-05-2026 22:35:50,26-05-2026 22:36:17,26.726s,PASSED
"taskName = ""TEST AUTOMATION""",Chrome 148.0.7778.179,,,26-05-2026 22:35:51,26-05-2026 22:35:51,0.004s,PASSED
"uploadFile = getProjectDir() + ""/Include/test-files/TASK CYCLE.pdf""",Chrome 148.0.7778.179,,,26-05-2026 22:35:51,26-05-2026 22:35:51,0.005s,PASSED
waitForPageLoad(20),Chrome 148.0.7778.179,,,26-05-2026 22:35:51,26-05-2026 22:35:51,0.026s,PASSED
switchToDefaultContent(),Chrome 148.0.7778.179,,,26-05-2026 22:35:51,26-05-2026 22:35:51,0.035s,PASSED
"println(""Looking for task: "" + taskName)",Chrome 148.0.7778.179,,,26-05-2026 22:35:51,26-05-2026 22:35:51,0.004s,PASSED
task = new com.kms.katalon.core.testobject.TestObject(),Chrome 148.0.7778.179,,,26-05-2026 22:35:51,26-05-2026 22:35:51,0.009s,PASSED
"task.addProperty(""xpath"", EQUALS, ""//p[contains(normalize-space(.),'"" + taskName + ""')]"")",Chrome 148.0.7778.179,,,26-05-2026 22:35:51,26-05-2026 22:35:51,0.010s,PASSED
"taskExists = waitForElementPresent(task, 20, OPTIONAL)",Chrome 148.0.7778.179,,,26-05-2026 22:35:51,26-05-2026 22:35:52,0.874s,PASSED
"println(""Task exists = "" + taskExists)",Chrome 148.0.7778.179,,,26-05-2026 22:35:52,26-05-2026 22:35:52,0.004s,PASSED
if (!(taskExists)),Chrome 148.0.7778.179,,,26-05-2026 22:35:52,26-05-2026 22:35:52,0.005s,PASSED
assert taskExists,Chrome 148.0.7778.179,,,26-05-2026 22:35:52,26-05-2026 22:35:52,0.006s,PASSED
"scrollToElement(task, 10)",Chrome 148.0.7778.179,,,26-05-2026 22:35:52,26-05-2026 22:35:52,0.353s,PASSED
enhancedClick(task),Chrome 148.0.7778.179,,,26-05-2026 22:35:52,26-05-2026 22:36:04,11.748s,PASSED
waitForPageLoad(20),Chrome 148.0.7778.179,,,26-05-2026 22:36:04,26-05-2026 22:36:04,0.037s,PASSED
"uploadBtn = findTestObject(""Page_Work Order  View- Workforce Manager/Page_Work Order  View- Workforce Manager/a_dLabel"")",Chrome 148.0.7778.179,,,26-05-2026 22:36:04,26-05-2026 22:36:04,0.034s,PASSED
"waitForElementClickable(uploadBtn, 20)",Chrome 148.0.7778.179,,,26-05-2026 22:36:04,26-05-2026 22:36:05,0.625s,PASSED
enhancedClick(uploadBtn),Chrome 148.0.7778.179,,,26-05-2026 22:36:05,26-05-2026 22:36:06,0.837s,PASSED
"println(""Upload modal opened"")",Chrome 148.0.7778.179,,,26-05-2026 22:36:06,26-05-2026 22:36:06,0.021s,PASSED
assert Files.exists(Paths.get(uploadFile)),Chrome 148.0.7778.179,,,26-05-2026 22:36:06,26-05-2026 22:36:06,0.084s,PASSED
"println(""Uploading -> "" + uploadFile)",Chrome 148.0.7778.179,,,26-05-2026 22:36:06,26-05-2026 22:36:06,0.009s,PASSED
fileInput = new com.kms.katalon.core.testobject.TestObject(),Chrome 148.0.7778.179,,,26-05-2026 22:36:06,26-05-2026 22:36:06,0.014s,PASSED
"fileInput.addProperty(""xpath"", EQUALS, ""//*[@id='file_upload']"")",Chrome 148.0.7778.179,,,26-05-2026 22:36:06,26-05-2026 22:36:06,0.006s,PASSED
"waitForElementPresent(fileInput, 20)",Chrome 148.0.7778.179,,,26-05-2026 22:36:06,26-05-2026 22:36:06,0.393s,PASSED
"executeJavaScript(""\narguments[0].style.display='block';\narguments[0].style.visibility='visible';\narguments[0].removeAttribute('hidden');\narguments[0].removeAttribute('disabled');\n"", [findWebElement(fileInput, 20)])",Chrome 148.0.7778.179,,,26-05-2026 22:36:06,26-05-2026 22:36:07,0.404s,PASSED
"uploadFile(fileInput, uploadFile)",Chrome 148.0.7778.179,,,26-05-2026 22:36:07,26-05-2026 22:36:07,0.573s,PASSED
"println(""File injected successfully"")",Chrome 148.0.7778.179,,,26-05-2026 22:36:07,26-05-2026 22:36:07,0.002s,PASSED
delay(8),Chrome 148.0.7778.179,,,26-05-2026 22:36:07,26-05-2026 22:36:15,8.012s,PASSED
noButton = new com.kms.katalon.core.testobject.TestObject(),Chrome 148.0.7778.179,,,26-05-2026 22:36:15,26-05-2026 22:36:15,0.003s,PASSED
"noButton.addProperty(""xpath"", EQUALS, ""//button[normalize-space()='No']"")",Chrome 148.0.7778.179,,,26-05-2026 22:36:15,26-05-2026 22:36:15,0.009s,PASSED
"modalPresent = waitForElementPresent(noButton, 10, OPTIONAL)",Chrome 148.0.7778.179,,,26-05-2026 22:36:15,26-05-2026 22:36:16,0.355s,PASSED
if (modalPresent),Chrome 148.0.7778.179,,,26-05-2026 22:36:16,26-05-2026 22:36:17,1.449s,PASSED
"println(""Upload completed"")",Chrome 148.0.7778.179,,,26-05-2026 22:36:17,26-05-2026 22:36:17,0.003s,PASSED
,,,,,,,
Test Cases/TaskActions/Table_Actions/Esign,Chrome 148.0.7778.179,,,26-05-2026 22:36:17,26-05-2026 22:37:46,1m - 28.715s,PASSED
driver = getWebDriver(),Chrome 148.0.7778.179,,,26-05-2026 22:36:20,26-05-2026 22:36:20,0.012s,PASSED
"wait = new org.openqa.selenium.support.ui.WebDriverWait(driver, java.time.Duration.ofSeconds(30))",Chrome 148.0.7778.179,,,26-05-2026 22:36:20,26-05-2026 22:36:20,0.017s,PASSED
"println(""===== START ESIGN ====="")",Chrome 148.0.7778.179,,,26-05-2026 22:36:20,26-05-2026 22:36:20,0.020s,PASSED
waitForPageLoad(30),Chrome 148.0.7778.179,,,26-05-2026 22:36:20,26-05-2026 22:36:20,0.043s,PASSED
"click(findTestObject(""Page_Work Order  View- Workforce Manager/svg_svg""))",Chrome 148.0.7778.179,,,26-05-2026 22:36:20,26-05-2026 22:36:33,13.018s,PASSED
"println(""eSign modal opened"")",Chrome 148.0.7778.179,,,26-05-2026 22:36:33,26-05-2026 22:36:33,0.007s,PASSED
iframe = new com.kms.katalon.core.testobject.TestObject(),Chrome 148.0.7778.179,,,26-05-2026 22:36:33,26-05-2026 22:36:33,0.003s,PASSED
"iframe.addProperty(""xpath"", EQUALS, ""//iframe[contains(@id,'esign')]"")",Chrome 148.0.7778.179,,,26-05-2026 22:36:33,26-05-2026 22:36:33,0.005s,PASSED
"waitForElementPresent(iframe, 60)",Chrome 148.0.7778.179,,,26-05-2026 22:36:33,26-05-2026 22:36:34,0.619s,PASSED
"switchToFrame(iframe, 20)",Chrome 148.0.7778.179,,,26-05-2026 22:36:34,26-05-2026 22:36:35,1.077s,PASSED
"println(""Inside iframe"")",Chrome 148.0.7778.179,,,26-05-2026 22:36:35,26-05-2026 22:36:35,0.005s,PASSED
"signTool = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(""//*[normalize-space()='Signature']"")))",Chrome 148.0.7778.179,,,26-05-2026 22:36:35,26-05-2026 22:36:39,3.623s,PASSED
"driver.executeScript(""arguments[0].click();"", signTool)",Chrome 148.0.7778.179,,,26-05-2026 22:36:39,26-05-2026 22:36:39,0.041s,PASSED
"println(""Signature selected"")",Chrome 148.0.7778.179,,,26-05-2026 22:36:39,26-05-2026 22:36:39,0.002s,PASSED
"page = wait.until(ExpectedConditions.visibilityOfElementLocated(By.xpath(""//*[contains(@id,'page-')]"")))",Chrome 148.0.7778.179,,,26-05-2026 22:36:39,26-05-2026 22:36:44,5.550s,PASSED
"println(""PDF located"")",Chrome 148.0.7778.179,,,26-05-2026 22:36:44,26-05-2026 22:36:44,0.010s,PASSED
"driver.executeScript(""\nvar rect=arguments[0].getBoundingClientRect();\n\nvar x=rect.left+(rect.width/2);\nvar y=rect.top+250;\n\nvar el=document.elementFromPoint(x,y);\n\nif(el){\nel.dispatchEvent(\nnew MouseEvent(\n'click',\n{\nbubbles:true,\nclientX:x,\nclientY:y\n}\n)\n);\n}\n"", page)",Chrome 148.0.7778.179,,,26-05-2026 22:36:44,26-05-2026 22:36:44,0.084s,PASSED
"println(""Signature dropped"")",Chrome 148.0.7778.179,,,26-05-2026 22:36:44,26-05-2026 22:36:44,0.003s,PASSED
Thread.sleep(2000),Chrome 148.0.7778.179,,,26-05-2026 22:36:44,26-05-2026 22:36:46,2.032s,PASSED
try,Chrome 148.0.7778.179,,,26-05-2026 22:36:46,26-05-2026 22:37:17,30.489s,PASSED
