Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Page_Work Order  Create- Workforce Manager/input_optionsChecks1""))",Chrome 148.0.7778.179,,,26-05-2026 22:02:57,26-05-2026 22:02:58,1.088s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_Select Date""), ""2026-05-20"")",Chrome 148.0.7778.179,,,26-05-2026 22:02:58,26-05-2026 22:02:59,1.703s,PASSED
"filePath = getProjectDir() + ""/Include/test-files/data_backup.png""",Chrome 148.0.7778.179,,,26-05-2026 22:02:59,26-05-2026 22:02:59,0.043s,PASSED
assert File(filePath).exists(),Chrome 148.0.7778.179,,,26-05-2026 22:02:59,26-05-2026 22:03:00,0.058s,PASSED
"uploadObj = findTestObject(""Page_Work Order  Create- Workforce Manager/input_take-photo-input-selected_file"")",Chrome 148.0.7778.179,,,26-05-2026 22:03:00,26-05-2026 22:03:00,0.024s,PASSED
"waitForElementPresent(uploadObj, 10)",Chrome 148.0.7778.179,,,26-05-2026 22:03:00,26-05-2026 22:03:00,0.621s,PASSED
"uploadFile(uploadObj, filePath)",Chrome 148.0.7778.179,,,26-05-2026 22:03:00,26-05-2026 22:03:01,0.736s,PASSED
"click(findTestObject(""Page_Work Order  Create- Workforce Manager/input_should_assign_ticket""))",Chrome 148.0.7778.179,,,26-05-2026 22:03:01,26-05-2026 22:03:02,1.154s,PASSED
"selectOptionByValue(findTestObject(""Page_Work Order  Create- Workforce Manager/select_assign-to-user""), ""82"", false)",Chrome 148.0.7778.179,,,26-05-2026 22:03:02,26-05-2026 22:03:03,1.084s,PASSED
"waitForElementClickable(findTestObject(""Page_Work Order  Create- Workforce Manager/button_Create""), 20)",Chrome 148.0.7778.179,,,26-05-2026 22:03:03,26-05-2026 22:03:04,1.148s,PASSED
"click(findTestObject(""Page_Work Order  Create- Workforce Manager/button_Create""))",Chrome 148.0.7778.179,,,26-05-2026 22:03:04,26-05-2026 22:03:05,1.068s,PASSED
,,,,,,,
Test Cases/Setup/TC_Open_Task_Details,Chrome 148.0.7778.179,,,26-05-2026 22:03:05,26-05-2026 22:04:30,1m - 24.532s,PASSED
waitForPageLoad(30),Chrome 148.0.7778.179,,,26-05-2026 22:03:08,26-05-2026 22:03:09,0.862s,PASSED
delay(3),Chrome 148.0.7778.179,,,26-05-2026 22:03:09,26-05-2026 22:03:12,3.029s,PASSED
modal = new com.kms.katalon.core.testobject.TestObject(),Chrome 148.0.7778.179,,,26-05-2026 22:03:12,26-05-2026 22:03:12,0.006s,PASSED
"modal.addProperty(""xpath"", EQUALS, ""//*[contains(text(),'Ticket ID')]"")",Chrome 148.0.7778.179,,,26-05-2026 22:03:12,26-05-2026 22:03:12,0.038s,PASSED
"waitForElementVisible(modal, 30)",Chrome 148.0.7778.179,,,26-05-2026 22:03:12,26-05-2026 22:03:13,0.683s,PASSED
successMessage = getText(modal),Chrome 148.0.7778.179,,,26-05-2026 22:03:13,26-05-2026 22:03:13,0.457s,PASSED
"println(""SUCCESS → "" + successMessage)",Chrome 148.0.7778.179,,,26-05-2026 22:03:13,26-05-2026 22:03:13,0.041s,PASSED
"matcher = successMessage =~ ""\d+""",Chrome 148.0.7778.179,,,26-05-2026 22:03:13,26-05-2026 22:03:13,0.011s,PASSED
if (!(matcher.find())),Chrome 148.0.7778.179,,,26-05-2026 22:03:13,26-05-2026 22:03:14,0.034s,PASSED
ticketId = matcher.group(),Chrome 148.0.7778.179,,,26-05-2026 22:03:14,26-05-2026 22:03:14,0.005s,PASSED
"println(""Captured Ticket → "" + ticketId)",Chrome 148.0.7778.179,,,26-05-2026 22:03:14,26-05-2026 22:03:14,0.010s,PASSED
"click(findTestObject(""Page_Work Order  Create- Workforce Manager/button_message-dismiss""))",Chrome 148.0.7778.179,,,26-05-2026 22:03:14,26-05-2026 22:03:16,2.833s,PASSED
waitForPageLoad(20),Chrome 148.0.7778.179,,,26-05-2026 22:03:16,26-05-2026 22:03:16,0.034s,PASSED
delay(2),Chrome 148.0.7778.179,,,26-05-2026 22:03:16,26-05-2026 22:03:18,2.014s,PASSED
"click(findTestObject(""Page_Work Order  Index- Workforce Manager/a_Created By Me""))",Chrome 148.0.7778.179,,,26-05-2026 22:03:18,26-05-2026 22:03:20,1.353s,PASSED
waitForPageLoad(10),Chrome 148.0.7778.179,,,26-05-2026 22:03:20,26-05-2026 22:03:20,0.044s,PASSED
delay(3),Chrome 148.0.7778.179,,,26-05-2026 22:03:20,26-05-2026 22:03:23,3.017s,PASSED
"search = findTestObject(""Page_Work Order  Index- Workforce Manager/input_Search"")",Chrome 148.0.7778.179,,,26-05-2026 22:03:23,26-05-2026 22:03:23,0.127s,PASSED
"waitForElementVisible(search, 30)",Chrome 148.0.7778.179,,,26-05-2026 22:03:23,26-05-2026 22:03:24,0.643s,PASSED
click(search),Chrome 148.0.7778.179,,,26-05-2026 22:03:24,26-05-2026 22:03:25,0.953s,PASSED
clearText(search),Chrome 148.0.7778.179,,,26-05-2026 22:03:25,26-05-2026 22:03:25,0.452s,PASSED
"setText(search, ticketId)",Chrome 148.0.7778.179,,,26-05-2026 22:03:25,26-05-2026 22:03:36,10.826s,PASSED
"sendKeys(search, Keys.chord(ENTER))",Chrome 148.0.7778.179,,,26-05-2026 22:03:36,26-05-2026 22:04:11,35.425s,PASSED
"println(""Searching → "" + ticketId)",Chrome 148.0.7778.179,,,26-05-2026 22:04:11,26-05-2026 22:04:11,0.028s,PASSED
delay(8),Chrome 148.0.7778.179,,,26-05-2026 22:04:11,26-05-2026 22:04:19,8.032s,PASSED
row = new com.kms.katalon.core.testobject.TestObject(),Chrome 148.0.7778.179,,,26-05-2026 22:04:19,26-05-2026 22:04:19,0.004s,PASSED
"row.addProperty(""xpath"", EQUALS, //tr[.//*[contains(text(),'$ticketId')]])",Chrome 148.0.7778.179,,,26-05-2026 22:04:19,26-05-2026 22:04:19,0.112s,PASSED
"found = waitForElementPresent(row, 30)",Chrome 148.0.7778.179,,,26-05-2026 22:04:19,26-05-2026 22:04:20,0.311s,PASSED
if (!(found)),Chrome 148.0.7778.179,,,26-05-2026 22:04:20,26-05-2026 22:04:20,0.002s,PASSED
"println(""Ticket row found"")",Chrome 148.0.7778.179,,,26-05-2026 22:04:20,26-05-2026 22:04:20,0.004s,PASSED
titleLink = new com.kms.katalon.core.testobject.TestObject(),Chrome 148.0.7778.179,,,26-05-2026 22:04:20,26-05-2026 22:04:20,0.009s,PASSED
"titleLink.addProperty(""xpath"", EQUALS, (//tr[.//*[contains(text(),'$ticketId')]]//td[3]//a) | (//tr[.//*[contains(text(),'$ticketId')]]//td[3]//*[self::span or self::div]))",Chrome 148.0.7778.179,,,26-05-2026 22:04:20,26-05-2026 22:04:20,0.003s,PASSED
"waitForElementVisible(titleLink, 30)",Chrome 148.0.7778.179,,,26-05-2026 22:04:20,26-05-2026 22:04:20,0.358s,PASSED
"scrollToElement(titleLink, 10)",Chrome 148.0.7778.179,,,26-05-2026 22:04:20,26-05-2026 22:04:21,0.364s,PASSED
"link = findWebElement(titleLink, 20)",Chrome 148.0.7778.179,,,26-05-2026 22:04:21,26-05-2026 22:04:21,0.331s,PASSED
"executeJavaScript(""\narguments[0].scrollIntoView({\nblock:'center'\n});\n"", Arrays.asList(link))",Chrome 148.0.7778.179,,,26-05-2026 22:04:21,26-05-2026 22:04:21,0.089s,PASSED
delay(2),Chrome 148.0.7778.179,,,26-05-2026 22:04:21,26-05-2026 22:04:23,2.019s,PASSED
"println(""Opening ticket"")",Chrome 148.0.7778.179,,,26-05-2026 22:04:23,26-05-2026 22:04:23,0.005s,PASSED
try,Chrome 148.0.7778.179,,,26-05-2026 22:04:23,26-05-2026 22:04:27,4.524s,PASSED
opened = false,Chrome 148.0.7778.179,,,26-05-2026 22:04:27,26-05-2026 22:04:28,0.011s,PASSED
"for ([i = 0, i < 30, (i++)])",Chrome 148.0.7778.179,,,26-05-2026 22:04:28,26-05-2026 22:04:30,2.427s,PASSED
if (!(opened)),Chrome 148.0.7778.179,,,26-05-2026 22:04:30,26-05-2026 22:04:30,0.006s,PASSED
"println(""TASK DETAILS OPENED → "" + ticketId)",Chrome 148.0.7778.179,,,26-05-2026 22:04:30,26-05-2026 22:04:30,0.009s,PASSED
,,,,,,,
Test Cases/TaskActions/Uploads/Upload_File_From_Govdrive,Chrome 148.0.7778.179,,,26-05-2026 22:04:30,26-05-2026 22:04:56,26.304s,PASSED
driver = getWebDriver(),Chrome 148.0.7778.179,,,26-05-2026 22:04:31,26-05-2026 22:04:31,0.006s,PASSED
switchToDefaultContent(),Chrome 148.0.7778.179,,,26-05-2026 22:04:31,26-05-2026 22:04:31,0.312s,PASSED
waitForPageLoad(30),Chrome 148.0.7778.179,,,26-05-2026 22:04:31,26-05-2026 22:04:32,0.036s,PASSED
"println(""Starting upload flow"")",Chrome 148.0.7778.179,,,26-05-2026 22:04:32,26-05-2026 22:04:32,0.004s,PASSED
"waitForElementVisible(findTestObject(""Page_Work Order  View- Workforce Manager/a_dLabel""), 30)",Chrome 148.0.7778.179,,,26-05-2026 22:04:32,26-05-2026 22:04:33,1.472s,PASSED
"waitForElementClickable(findTestObject(""Page_Work Order  View- Workforce Manager/a_dLabel""), 30)",Chrome 148.0.7778.179,,,26-05-2026 22:04:33,26-05-2026 22:04:34,0.870s,PASSED
"click(findTestObject(""Page_Work Order  View- Workforce Manager/a_dLabel""))",Chrome 148.0.7778.179,,,26-05-2026 22:04:34,26-05-2026 22:04:35,0.687s,PASSED
"println(""Upload menu opened"")",Chrome 148.0.7778.179,,,26-05-2026 22:04:35,26-05-2026 22:04:35,0.007s,PASSED
"waitForElementVisible(findTestObject(""Page_Work Order  View- Workforce Manager/a_cde-upload""), 30)",Chrome 148.0.7778.179,,,26-05-2026 22:04:35,26-05-2026 22:04:35,0.642s,PASSED
"waitForElementClickable(findTestObject(""Page_Work Order  View- Workforce Manager/a_cde-upload""), 30)",Chrome 148.0.7778.179,,,26-05-2026 22:04:35,26-05-2026 22:04:36,0.887s,PASSED
try,Chrome 148.0.7778.179,,,26-05-2026 22:04:36,26-05-2026 22:04:37,1.382s,PASSED
"println(""GovDrive selected"")",Chrome 148.0.7778.179,,,26-05-2026 22:04:37,26-05-2026 22:04:37,0.002s,PASSED
switchToDefaultContent(),Chrome 148.0.7778.179,,,26-05-2026 22:04:37,26-05-2026 22:04:38,0.068s,PASSED
"waitForElementVisible(findTestObject(""Page_Work Order  View- Workforce Manager/iframe_cde-widget""), 30)",Chrome 148.0.7778.179,,,26-05-2026 22:04:38,26-05-2026 22:04:39,1.149s,PASSED
switched = false,Chrome 148.0.7778.179,,,26-05-2026 22:04:39,26-05-2026 22:04:39,0.010s,PASSED
"for ([i = 0, i < 3, (i++)])",Chrome 148.0.7778.179,,,26-05-2026 22:04:39,26-05-2026 22:04:39,0.482s,PASSED
if (!(switched)),Chrome 148.0.7778.179,,,26-05-2026 22:04:39,26-05-2026 22:04:39,0.004s,PASSED
"println(""Inside iframe"")",Chrome 148.0.7778.179,,,26-05-2026 22:04:39,26-05-2026 22:04:39,0.004s,PASSED
delay(5),Chrome 148.0.7778.179,,,26-05-2026 22:04:39,26-05-2026 22:04:44,5.010s,PASSED
"println(""Waiting for files to appear..."")",Chrome 148.0.7778.179,,,26-05-2026 22:04:44,26-05-2026 22:04:44,0.000s,PASSED
found = false,Chrome 148.0.7778.179,,,26-05-2026 22:04:44,26-05-2026 22:04:44,0.010s,PASSED
checkbox = null,Chrome 148.0.7778.179,,,26-05-2026 22:04:44,26-05-2026 22:04:44,0.002s,PASSED
"for ([i = 0, i < 20, (i++)])",Chrome 148.0.7778.179,,,26-05-2026 22:04:44,26-05-2026 22:04:46,1.582s,PASSED
if (!(found)),Chrome 148.0.7778.179,,,26-05-2026 22:04:46,26-05-2026 22:04:46,0.001s,PASSED
delay(3),Chrome 148.0.7778.179,,,26-05-2026 22:04:46,26-05-2026 22:04:49,3.026s,PASSED
insertBtn = null,Chrome 148.0.7778.179,,,26-05-2026 22:04:49,26-05-2026 22:04:49,0.000s,PASSED
"for ([i = 0, i < 15, (i++)])",Chrome 148.0.7778.179,,,26-05-2026 22:04:49,26-05-2026 22:04:49,0.270s,PASSED
if (insertBtn == null),Chrome 148.0.7778.179,,,26-05-2026 22:04:49,26-05-2026 22:04:49,0.002s,PASSED
"driver.executeScript(""\narguments[0].scrollIntoView({\nblock:'center'\n});\n"", insertBtn)",Chrome 148.0.7778.179,,,26-05-2026 22:04:49,26-05-2026 22:04:49,0.029s,PASSED
delay(1),Chrome 148.0.7778.179,,,26-05-2026 22:04:49,26-05-2026 22:04:50,1.022s,PASSED
"driver.executeScript(""arguments[0].click();"", insertBtn)",Chrome 148.0.7778.179,,,26-05-2026 22:04:50,26-05-2026 22:04:50,0.050s,PASSED
"println(""Insert clicked"")",Chrome 148.0.7778.179,,,26-05-2026 22:04:50,26-05-2026 22:04:50,0.000s,PASSED
switchToDefaultContent(),Chrome 148.0.7778.179,,,26-05-2026 22:04:50,26-05-2026 22:04:50,0.032s,PASSED
try,Chrome 148.0.7778.179,,,26-05-2026 22:04:50,26-05-2026 22:04:56,5.975s,PASSED
switchToDefaultContent(),Chrome 148.0.7778.179,,,26-05-2026 22:04:56,26-05-2026 22:04:56,0.028s,PASSED
"println(""Upload completed"")",Chrome 148.0.7778.179,,,26-05-2026 22:04:56,26-05-2026 22:04:56,0.000s,PASSED
,,,,,,,
Test Cases/TaskActions/Uploads/Upload_file_Without_Classification,Chrome 148.0.7778.179,,,26-05-2026 22:04:56,26-05-2026 22:05:21,25.146s,PASSED
"taskName = ""TEST AUTOMATION""",Chrome 148.0.7778.179,,,26-05-2026 22:04:57,26-05-2026 22:04:57,0.006s,PASSED
"uploadFile = getProjectDir() + ""/Include/test-files/TASK CYCLE.pdf""",Chrome 148.0.7778.179,,,26-05-2026 22:04:57,26-05-2026 22:04:57,0.003s,PASSED
waitForPageLoad(20),Chrome 148.0.7778.179,,,26-05-2026 22:04:57,26-05-2026 22:04:57,0.030s,PASSED
switchToDefaultContent(),Chrome 148.0.7778.179,,,26-05-2026 22:04:57,26-05-2026 22:04:57,0.023s,PASSED
"println(""Looking for task: "" + taskName)",Chrome 148.0.7778.179,,,26-05-2026 22:04:57,26-05-2026 22:04:57,0.008s,PASSED
task = new com.kms.katalon.core.testobject.TestObject(),Chrome 148.0.7778.179,,,26-05-2026 22:04:57,26-05-2026 22:04:57,0.000s,PASSED
"task.addProperty(""xpath"", EQUALS, ""//p[contains(normalize-space(.),'"" + taskName + ""')]"")",Chrome 148.0.7778.179,,,26-05-2026 22:04:57,26-05-2026 22:04:57,0.004s,PASSED
"taskExists = waitForElementPresent(task, 20, OPTIONAL)",Chrome 148.0.7778.179,,,26-05-2026 22:04:57,26-05-2026 22:04:58,0.666s,PASSED
"println(""Task exists = "" + taskExists)",Chrome 148.0.7778.179,,,26-05-2026 22:04:58,26-05-2026 22:04:58,0.004s,PASSED
if (!(taskExists)),Chrome 148.0.7778.179,,,26-05-2026 22:04:58,26-05-2026 22:04:58,0.000s,PASSED
assert taskExists,Chrome 148.0.7778.179,,,26-05-2026 22:04:58,26-05-2026 22:04:58,0.005s,PASSED
"scrollToElement(task, 10)",Chrome 148.0.7778.179,,,26-05-2026 22:04:58,26-05-2026 22:04:58,0.655s,PASSED
enhancedClick(task),Chrome 148.0.7778.179,,,26-05-2026 22:04:58,26-05-2026 22:05:09,10.964s,PASSED
waitForPageLoad(20),Chrome 148.0.7778.179,,,26-05-2026 22:05:09,26-05-2026 22:05:09,0.034s,PASSED
"uploadBtn = findTestObject(""Page_Work Order  View- Workforce Manager/Page_Work Order  View- Workforce Manager/a_dLabel"")",Chrome 148.0.7778.179,,,26-05-2026 22:05:09,26-05-2026 22:05:09,0.017s,PASSED
"waitForElementClickable(uploadBtn, 20)",Chrome 148.0.7778.179,,,26-05-2026 22:05:09,26-05-2026 22:05:10,0.488s,PASSED
enhancedClick(uploadBtn),Chrome 148.0.7778.179,,,26-05-2026 22:05:10,26-05-2026 22:05:10,0.605s,PASSED
"println(""Upload modal opened"")",Chrome 148.0.7778.179,,,26-05-2026 22:05:10,26-05-2026 22:05:10,0.003s,PASSED
assert Files.exists(Paths.get(uploadFile)),Chrome 148.0.7778.179,,,26-05-2026 22:05:10,26-05-2026 22:05:11,0.049s,PASSED
"println(""Uploading -> "" + uploadFile)",Chrome 148.0.7778.179,,,26-05-2026 22:05:11,26-05-2026 22:05:11,0.006s,PASSED
fileInput = new com.kms.katalon.core.testobject.TestObject(),Chrome 148.0.7778.179,,,26-05-2026 22:05:11,26-05-2026 22:05:11,0.004s,PASSED
"fileInput.addProperty(""xpath"", EQUALS, ""//*[@id='file_upload']"")",Chrome 148.0.7778.179,,,26-05-2026 22:05:11,26-05-2026 22:05:11,0.002s,PASSED
"waitForElementPresent(fileInput, 20)",Chrome 148.0.7778.179,,,26-05-2026 22:05:11,26-05-2026 22:05:11,0.329s,PASSED
"executeJavaScript(""\narguments[0].style.display='block';\narguments[0].style.visibility='visible';\narguments[0].removeAttribute('hidden');\narguments[0].removeAttribute('disabled');\n"", [findWebElement(fileInput, 20)])",Chrome 148.0.7778.179,,,26-05-2026 22:05:11,26-05-2026 22:05:11,0.370s,PASSED
"uploadFile(fileInput, uploadFile)",Chrome 148.0.7778.179,,,26-05-2026 22:05:11,26-05-2026 22:05:12,0.655s,PASSED
"println(""File injected successfully"")",Chrome 148.0.7778.179,,,26-05-2026 22:05:12,26-05-2026 22:05:12,0.000s,PASSED
delay(8),Chrome 148.0.7778.179,,,26-05-2026 22:05:12,26-05-2026 22:05:20,8.019s,PASSED
noButton = new com.kms.katalon.core.testobject.TestObject(),Chrome 148.0.7778.179,,,26-05-2026 22:05:20,26-05-2026 22:05:20,0.005s,PASSED
"noButton.addProperty(""xpath"", EQUALS, ""//button[normalize-space()='No']"")",Chrome 148.0.7778.179,,,26-05-2026 22:05:20,26-05-2026 22:05:20,0.002s,PASSED
"modalPresent = waitForElementPresent(noButton, 10, OPTIONAL)",Chrome 148.0.7778.179,,,26-05-2026 22:05:20,26-05-2026 22:05:20,0.302s,PASSED
if (modalPresent),Chrome 148.0.7778.179,,,26-05-2026 22:05:20,26-05-2026 22:05:21,1.130s,PASSED
"println(""Upload completed"")",Chrome 148.0.7778.179,,,26-05-2026 22:05:21,26-05-2026 22:05:21,0.003s,PASSED
,,,,,,,
Test Cases/TaskActions/Change_Priority/Priority,Chrome 148.0.7778.179,,,26-05-2026 22:05:21,26-05-2026 22:05:41,19.120s,PASSED
waitForPageLoad(20),Chrome 148.0.7778.179,,,26-05-2026 22:05:22,26-05-2026 22:05:22,0.086s,PASSED
"waitForElementClickable(findTestObject(""Page_Work Order  View- Workforce Manager/i_fa fa-pencil text-interact-blue""), 20)",Chrome 148.0.7778.179,,,26-05-2026 22:05:22,26-05-2026 22:05:33,10.794s,PASSED
"click(findTestObject(""Page_Work Order  View- Workforce Manager/i_fa fa-pencil text-interact-blue""))",Chrome 148.0.7778.179,,,26-05-2026 22:05:33,26-05-2026 22:05:33,0.653s,PASSED
"waitForElementClickable(findTestObject(""Page_Work Order  View- Workforce Manager/small_High""), 20)",Chrome 148.0.7778.179,,,26-05-2026 22:05:33,26-05-2026 22:05:34,0.456s,PASSED
"click(findTestObject(""Page_Work Order  View- Workforce Manager/small_High""))",Chrome 148.0.7778.179,,,26-05-2026 22:05:34,26-05-2026 22:05:37,3.431s,PASSED
"click(findTestObject(""Page_Work Order  View- Workforce Manager/div_Successful""))",Chrome 148.0.7778.179,,,26-05-2026 22:05:37,26-05-2026 22:05:39,2.278s,PASSED
"click(findTestObject(""Page_Work Order  View- Workforce Manager/button_OK""))",Chrome 148.0.7778.179,,,26-05-2026 22:05:39,26-05-2026 22:05:41,1.155s,PASSED
,,,,,,,
Test Cases/TaskActions/Table_Actions/View_File,Chrome 148.0.7778.179,,,26-05-2026 22:05:41,26-05-2026 22:06:08,27.516s,PASSED
waitForPageLoad(20),Chrome 148.0.7778.179,,,26-05-2026 22:05:41,26-05-2026 22:05:41,0.025s,PASSED
"waitForElementPresent(findTestObject(""Page_Work Order  Index- Workforce Manager/input_Search""), 20)",Chrome 148.0.7778.179,,,26-05-2026 22:05:41,26-05-2026 22:06:01,20.348s,WARNING
"click(findTestObject(""Page_Work Order  View- Workforce Manager/btn_View""))",Chrome 148.0.7778.179,,,26-05-2026 22:06:01,26-05-2026 22:06:02,0.771s,PASSED
"println(""Viewer opened"")",Chrome 148.0.7778.179,,,26-05-2026 22:06:02,26-05-2026 22:06:02,0.002s,PASSED
delay(5),Chrome 148.0.7778.179,,,26-05-2026 22:06:02,26-05-2026 22:06:07,5.026s,PASSED
"waitForElementVisible(findTestObject(""Page_Work Order  View- Workforce Manager/i_fa fa-chevron-right_1""), 20)",Chrome 148.0.7778.179,,,26-05-2026 22:06:07,26-05-2026 22:06:07,0.389s,PASSED
"click(findTestObject(""Page_Work Order  View- Workforce Manager/i_fa fa-chevron-right_1""))",Chrome 148.0.7778.179,,,26-05-2026 22:06:07,26-05-2026 22:06:08,0.646s,PASSED
"println(""Viewer closed"")",Chrome 148.0.7778.179,,,26-05-2026 22:06:08,26-05-2026 22:06:08,0.001s,PASSED
,,,,,,,
Test Cases/TaskActions/Table_Actions/Download_File,Chrome 148.0.7778.179,,,26-05-2026 22:06:08,26-05-2026 22:06:30,22.008s,PASSED
waitForPageLoad(20),Chrome 148.0.7778.179,,,26-05-2026 22:06:09,26-05-2026 22:06:09,0.035s,PASSED
"waitForElementPresent(findTestObject(""Page_Work Order  Index- Workforce Manager/input_Search""), 20)",Chrome 148.0.7778.179,,,26-05-2026 22:06:09,26-05-2026 22:06:29,20.306s,WARNING
